Video name,Unique ID,GuidId,Notification,Exercise Name,Age Suitability,Goal,Primary Category,Body Region,Equipments,Fitness Level,Physical limitation,Sets,Reps,RPE,Rest intervals,Health benefit,Steps to perform,Safety cue,MET value,is_not_suitable_for,Tags,,,
,,,,Bird Dog (Dynamic Reps),60+,Weight Maintenance,Balance & Stability,Core,Bodyweight,Intermediate,Reduced core stability,3,8–12,4–6,30–60 sec,Enhances core stability and balance control,"1. Start on hands and knees with shoulders over wrists and hips over knees.
2. Extend your right arm forward and your left leg back until both are parallel to the floor.
3. Pull your elbow and knee back under your torso toward each other.
4. Immediately extend the arm and leg again, then perform the same sequence on the opposite side.",Extend opposite arm and leg slowly keeping spine neutral and core braced,3,None,Main workout ,,,
,,,,T-Spine Rotation (Quadruped),All Ages,Weight Maintenance,Mobility,Upper,Bodyweight,Intermediate,Thoracic stiffness (upper-back rigidity),3,8–12,3–5,30–60 sec,Improves thoracic rotation and shoulder mobility,"1. Begin on hands and knees with a neutral spine and hands under shoulders.
2. Place your right hand behind your head with your elbow wide and rotate your chest upward toward the ceiling.
3. Rotate your chest down toward the supporting arm, moving through the thoracic spine.
4. Return to neutral and repeat the rotations on the left side.",Keep hips square and rotate through thoracic spine leading with the shoulder,2.2,None,Warm up,,,
,,,,Heel-to-Toe Walk,40-59,Weight Maintenance,Balance & Stability,Lower,Bodyweight,Intermediate,Limited single-leg balance,2,20–30,4–6,30–60 sec,Improves gait stability and ankle control,"1. Stand upright with feet hip-width apart and eyes forward.
2. Step forward placing the heel of one foot directly in front of the toes of the other foot.
3. Shift your weight onto the front foot and bring the back foot forward, landing heel to toe.
4. Continue taking slow, deliberate steps in a straight line.",Keep spine tall and eyes forward and place heel to toe deliberately,2,None,Main workout ,,,
,,,,Supine Knee to Chest (Single),60+,Weight Maintenance,Flexibility / Stretching,Full,Bodyweight,Intermediate,Lower back pain (non-specific),2,20–30 sec hold per side,3–5,30–60 sec,Enhances hip mobility and lower back flexibility,"1. Lie on your back with legs extended and arms at your sides.
2. Bend one knee and draw it toward your chest using both hands behind the thigh.
3. Pull the knee toward your chest and hold the position.
4. Release the leg back to the starting position with control.",Keep low back gently pressed to mat and exhale as you draw knee in,4,None,Cooldown,,,
,,,,Side Plank (Feet Stacked),All Ages,Weight Maintenance,Strength,Core,Bodyweight,Intermediate,Reduced core stability,3,8–12,6–8,30–60 sec,Builds lateral core strength and shoulder endurance,"1. Lie on your side with legs straight and feet stacked, propping your body on your forearm with elbow under your shoulder.
2. Press into the forearm and lift your hips until your body forms a straight line from head to heels.
3. Keep your top hand on your hip or extended overhead and hold the position.
4. Lower your hips back to the floor with control.",Stack shoulders over elbow and keep hips lifted in a straight line,3,"Hypertension, Coronary Artery Disease",Main workout,,,
,,,,Hamstring Curl (Standing),60+,Weight Maintenance,Strength,Lower,Bodyweight,Intermediate,Limited single-leg balance,3,10–15,6–8,60–90 sec,Strengthens posterior thigh muscles and improves knee joint control,"1. Stand upright near a wall or chair for support with feet hip-width apart.
2. Bend one knee and curl your heel toward your glutes while keeping your thighs aligned.
3. Squeeze the back of your thigh at the top of the movement and pause briefly.
4. Lower the foot back down with control and repeat on the other leg.",Hinge slightly at hip and curl heel toward glutes with slow control,2.6,None,Main workout,,,
,,,,Hand Release Push-up,40-59,Weight Gain,Strength,Upper,Bodyweight,Intermediate,Shoulder pain (general),3,8–12,7–8,60–90 sec,Promotes chest and triceps strength while reinforcing proper pressing mechanics,"1. Start in a high plank with hands under shoulders and body in a straight line.
2. Lower your chest to the floor in a controlled motion until your chest touches the ground.
3. Lift both hands off the floor briefly while keeping your chest on the ground.
4. Place your hands back, press up to a plank, and repeat.",Keep core braced and inhale as you lift hands then exhale to press,5,None,Main workout,,,
,,,,Bulgarian Split Squat (Torso Lean),All Ages,Weight Gain,Strength,Lower,Bodyweight,Intermediate,Knee pain (general / chronic),3,8–12,7–9,90–120 sec,Increases single-leg strength and hip stability under load,"1. Stand about two feet in front of a bench or sturdy surface with feet hip-width apart.
2. Place the top of one foot on the bench and lean your torso forward slightly from the hips.
3. Bend your front knee and lower your back knee toward the floor until the front thigh is near parallel.
4. Drive through the front heel to return to standing and switch legs.",Keep chest upright and hips square hinge from hips not lower back,4.3,None,Main workout,,,
,,,,Dead Bug Wall Press,60+,Weight Gain,Strength,Core,Bodyweight,Intermediate,Reduced core stability,3,10–15,3–5,30–60 sec,Enhances core coordination and promotes neutral spine control against resistance,"1. Lie on your back facing the wall with hips close and shins vertical, knees bent at 90° and heels on the wall.
2. Press your lower back into the floor and reach both arms up to press your palms into the wall.
3. Slowly lower one arm overhead and extend the opposite leg toward the floor while maintaining core contact.
4. Return the arm and leg to the start and repeat on the other side, alternating sides.",Keep lower back pressed to floor and move limbs slowly with controlled breathing,2.6,None,Main workout,,,
,,,,Reverse Lunge (Alternating),40-59,Weight Gain,Strength,Lower,Bodyweight,Intermediate,Knee pain (general / chronic),3,8–12,6–8,60–90 sec,Improves unilateral lower-body strength and dynamic balance during movement transitions,"1. Stand tall with feet hip-width apart and hands on hips or at your sides.
2. Step one foot straight back and lower both knees until the front thigh is near parallel to the floor.
3. Push through the front heel to return to standing and immediately step back with the other foot, alternating sides.",Step back landing on heel keep torso upright and knee tracking over toes,4.3,None,Main workout,,,
,,,,Tricep Bodyweight Extension (Counter),60+,Weight Gain,Strength,Upper,Bodyweight,Intermediate,Elbow pain,3,8–12,7–8,60–90 sec,Targets triceps endurance and elbow extension control using bodyweight leverage,"1. Stand facing a stable counter and place your hands shoulder-width on the edge at about chest height.
2. Walk your feet back to create an inclined plank position with your body in a straight line.
3. Bend your elbows and lower your forehead toward the counter while keeping elbows close to your sides.
4. Press through your hands to straighten your arms and return to the starting position.",Keep elbows tight to head and control descent avoid collapsing shoulders,3,None,Main workout,,,
,,,,Side Plank with Hip Dip,All Ages,Weight Gain,Strength,Core,Bodyweight,Intermediate,Rotator cuff weakness / instability,3,10–15,7–9,45–60 sec,Challenges oblique strength and improves controlled lateral trunk mobility,"1. Lie on one side and prop yourself on your forearm with elbow under shoulder and feet stacked.
2. Lift your hips to form a straight line from head to heels, keeping your top hand on your hip or extended.
3. Lower your hips toward the floor, then lift them back to the plank position and repeat for reps.",Keep hips level core braced and descend slowly without rotating torso,2.6,"Hypertension, Coronary Artery Disease",Main workout,,,
,,,,Inverted Row (Door Jamb),40-59,Weight Gain,Strength,Upper,Bodyweight,Intermediate,Shoulder pain (general),3,8–12,7–9,60-90 sec,Builds upper back and posterior chain strength,"1. Stand facing a sturdy door jamb and grasp both sides at shoulder height with an overhand grip.
2. Walk your feet forward and lean back until your body forms a straight line from heels to head.
3. Pull your chest toward the jamb by squeezing your shoulder blades together.
4. Lower your body back to the starting line with control.",Maintain a long neutral line from head to heels and pull chest to the jamb,3.8,None,Main workout,,,
,,,,Frog Bridge,60+,Weight Gain,Strength,Lower,Bodyweight,Intermediate,Hip stiffness / limited hip mobility,3,12–15,6–8,45-60 sec,Enhances glute activation and hip extension mobility,"1. Lie on your back with soles together and knees splayed, arms relaxed at your sides.
2. Press your feet together and drive your hips up until your body forms a straight line from shoulders to knees.
3. Lower your hips back down with control and repeat.",Drive through heels and squeeze glutes while keeping ribs gently packed,2.6,None,Main workout,,,
,,,,Steam Engines,40-59,Weight Loss,Cardio,Full,Bodyweight,Intermediate,General joint stiffness (multi-joint / morning stiffness),3,10–15,6–8,30-60 sec,Develops rotational core stability and coordinated hip mobility,"1. Start in a high plank with hands under shoulders and body in a straight line.
2. Drive one knee up toward your chest, then quickly switch legs, alternating the drive.
3. Maintain a low, stable hip position and move with steady, controlled speed.",Maintain a long neutral spine and move opposite limbs with slow control,4,None,Warm up/Main workout,,,
,,,,Standing Knee Drives,60+,Weight Loss,Cardio,Core,Bodyweight,Intermediate,Limited single-leg balance,3,10–15,6–8,30-60 sec,Improves hip flexor strength and dynamic balance,"1. Stand tall with feet hip-width apart and engage your core.
2. Drive one knee upward toward your chest while reaching your opposite arm forward.
3. Lower the leg and switch sides in a controlled, rhythmic manner.",Keep hips level and chest tall as you drive knees up with control,4.5,None,Warm up/Main workout,,,
,,,,Plank Jacks,All Ages,Weight Loss,Cardio,Core,Bodyweight,Intermediate,Reduced core stability,3,15–30,7–9,45-60 sec,Increases core endurance and elevates heart rate for metabolic challenge,"1. Start in a high plank with feet together and hands under shoulders.
2. Jump your feet out wide and then back together while keeping hips level.
3. Continue the jumping pattern while maintaining a braced core.",Brace your core and keep hips level while jumping feet in and out,5.8,"Hypertension, Obesity / Overweight, Osteoporosis, Coronary Artery Disease",Warm up/Main workout,,,
,,,,Shadow Boxing (Bob & Weave),40-59,Weight Loss,Cardio,Upper,Bodyweight,Intermediate,Reduced core stability,3,20–30,6–8,30-60 sec,Enhances coordination agility and upper body endurance,"1. Stand in a shoulder-width stance with hands up by your face.
2. Throw a jab or cross while stepping slightly forward and rotating your hips.
3. Drop your weight by bending your knees and pivot under an imaginary punch.
4. Drive back up and weave to the other side, then repeat the sequence.",Keep chin tucked and shoulders relaxed drive movement from the hips,6,None,Warm up/Main workout,,,
,,,,Low-Impact Skaters,All Ages,Weight Loss,Cardio,Lower,Bodyweight,Intermediate,Limited single-leg balance,3,12–16,6–8,30-60 sec,Improves lateral power and dynamic balance with reduced joint impact,"1. Stand with feet hip-width and knees soft.
2. Step laterally to the right and swing the left leg behind to lightly touch the floor.
3. Push through the right foot to return to center and then step laterally left.
4. Continue alternating without jumping and keep a steady tempo.",Land softly with knees slightly bent and control lateral movement,5,None,Warm up/Main workout,,,
